13,1,13.846153846153845,[2 2 5 2 2 2 2 2 5]
13,2,13.846153846153845,[2 2 5 2 2 2 2 2 5]
13,3,0.0,[2 2 5 2 2 2 2 2 5]
13,4,6.9230769230769225,[2 2 5 2 2 2 2 2 5]
13,5,0.0,[2 2 5 2 2 2 2 2 5]
13,6,6.9230769230769225,[2 2 5 2 2 2 2 2 5]
13,7,6.9230769230769225,[2 2 5 2 2 2 2 2 5]
14,1,12.857142857142856,[2 2 5 2 2 2 2 2 5]
14,2,12.857142857142856,[2 2 5 2 2 2 2 2 5]
14,3,0.0,[2 2 5 2 2 2 2 2 5]
14,4,6.428571428571428,[2 2 5 2 2 2 2 2 5]
14,5,0.0,[2 2 5 2 2 2 2 2 5]
14,6,6.428571428571428,[2 2 5 2 2 2 2 2 5]
14,7,6.428571428571428,[2 2 5 2 2 2 2 2 5]
15,1,12.0,[2 2 5 2 2 2 2 2 5]
15,2,12.0,[2 2 5 2 2 2 2 2 5]
15,3,0.0,[2 2 5 2 2 2 2 2 5]
15,4,6.0,[2 2 5 2 2 2 2 2 5]
15,5,0.0,[2 2 5 2 2 2 2 2 5]
15,6,6.0,[2 2 5 2 2 2 2 2 5]
15,7,6.0,[2 2 5 2 2 2 2 2 5]
16,1,11.25,[2 2 5 2 2 2 2 2 5]
16,2,11.25,[2 2 5 2 2 2 2 2 5]
16,3,0.0,[2 2 5 2 2 2 2 2 5]
16,4,5.625,[2 2 5 2 2 2 2 2 5]
16,5,0.0,[2 2 5 2 2 2 2 2 5]
16,6,5.625,[2 2 5 2 2 2 2 2 5]
16,7,0.0,[2 2 5 2 2 2 2 2 5]
17,1,10.588235294117647,[2 2 5 2 2 2 2 2 5]
17,2,10.588235294117647,[2 2 5 2 2 2 2 2 5]
17,3,0.0,[2 2 5 2 2 2 2 2 5]
17,4,5.294117647058823,[2 2 5 2 2 2 2 2 5]
17,5,0.0,[2 2 5 2 2 2 2 2 5]
17,6,5.294117647058823,[2 2 5 2 2 2 2 2 5]
17,7,0.0,[2 2 5 2 2 2 2 2 5]
18,1,15.000000000000002,[2 2 5 2 2 2 2 5 2]
18,2,10.0,[2 2 5 2 2 2 2 5 2]
18,3,0.0,[2 2 5 2 2 2 2 5 2]
18,4,5.0,[2 2 5 2 2 2 2 5 2]
18,5,0.0,[2 2 5 2 2 2 2 5 2]
18,6,5.0,[2 2 5 2 2 2 2 5 2]
18,7,0.0,[2 2 5 2 2 2 2 5 2]
19,1,14.210526315789473,[2 2 5 2 2 2 2 5 2 2]
19,2,9.473684210526317,[2 2 5 2 2 2 2 5 2 2]
19,3,0.0,[2 2 5 2 2 2 2 5 2 2]
19,4,9.473684210526317,[2 2 5 2 2 2 2 5 2 2]
19,5,0.0,[2 2 5 2 2 2 2 5 2 2]
19,6,4.736842105263158,[2 2 5 2 2 2 2 5 2 2]
19,7,0.0,[2 2 5 2 2 2 2 5 2 2]
19,10,6.9230769230769225,[2 2 5 2 2 2 2 5 2 2]
20,1,13.5,[2 2 5 2 2 2 2 5 2 2]
20,2,13.5,[2 2 5 2 2 2 2 5 2 2]
20,3,4.5,[2 2 5 2 2 2 2 5 2 2]
20,4,9.0,[2 2 5 2 2 2 2 5 2 2]
20,5,0.0,[2 2 5 2 2 2 2 5 2 2]
20,6,4.5,[2 2 5 2 2 2 2 5 2 2]
20,7,0.0,[2 2 5 2 2 2 2 5 2 2]
20,10,6.428571428571428,[2 2 5 2 2 2 2 5 2 2]
21,1,12.857142857142858,[2 2 5 2 2 2 2 5 2]
21,2,12.857142857142858,[2 2 5 2 2 2 2 5 2]
21,3,0.0,[2 2 5 2 2 2 2 5 2]
21,4,8.571428571428571,[2 2 5 2 2 2 2 5 2]
21,5,0.0,[2 2 5 2 2 2 2 5 2]
21,6,4.285714285714286,[2 2 5 2 2 2 2 5 2]
21,7,4.285714285714286,[2 2 5 2 2 2 2 5 2]
21,10,6.0,[2 2 5 2 2 2 2 5 2]
22,1,12.272727272727273,[2 2 5 2 2 2 2 5 2]
22,2,12.272727272727273,[2 2 5 2 2 2 2 5 2]
22,3,4.090909090909092,[2 2 5 2 2 2 2 5 2]
22,4,8.181818181818183,[2 2 5 2 2 2 2 5 2]
22,5,0.0,[2 2 5 2 2 2 2 5 2]
